ProductModelID	ProductDescriptionID	Culture	rowguid	ModifiedDate
90	1941	zh-cht	5D97D473-4A96-4C77-8CA1-CE290E0FF813	2003-06-01 00:00:00.000
91	909	en    	071A9CB8-D72E-42EF-AAF5-A9B260DE8E3D	2003-06-01 00:00:00.000
91	1445	ar    	64753080-1CEE-40DA-B26D-053D12F96CFD	2003-06-01 00:00:00.000
91	1567	fr    	CCF81A5E-B780-4542-97CE-79C77114A2B1	2003-06-01 00:00:00.000
91	1690	th    	1C20CDA0-9D0A-4F6E-A957-D812C2511390	2003-06-01 00:00:00.000
91	1821	he    	11D4374D-8C78-43BA-B5ED-B70E67E5D680	2003-06-01 00:00:00.000
91	1942	zh-cht	87B82494-31FF-483E-8F2D-25B0BD36BF12	2003-06-01 00:00:00.000
92	912	en    	6BEEF424-363B-407B-BE44-62937ADFB8FE	2003-06-01 00:00:00.000
92	1446	ar    	E5E2A077-0DFE-4794-9681-385D043B27FC	2003-06-01 00:00:00.000
92	1568	fr    	31A54458-F6B7-4D7A-9CFF-80BB061F61AB	2003-06-01 00:00:00.000
92	1691	th    	8D32C813-C89B-42E4-BC96-559CD1F05E98	2003-06-01 00:00:00.000
92	1822	he    	F6754602-80B4-42D0-91F3-53C6AD17A929	2003-06-01 00:00:00.000
92	1943	zh-cht	2D7936FD-9A99-4F3F-9CFA-3D9DE45216F5	2003-06-01 00:00:00.000
93	913	en    	F1903BDC-4890-4029-89D0-77FB6F531C93	2003-06-01 00:00:00.000
93	1447	ar    	604C23CE-9C96-4CC5-977F-ED88D85BEF83	2003-06-01 00:00:00.000
93	1569	fr    	0C90A4A2-9596-4CFE-8C90-7CD77FDA884D	2003-06-01 00:00:00.000
93	1692	th    	06A4B018-F06D-46B7-8366-8B2777368C77	2003-06-01 00:00:00.000
93	1823	he    	CBD82E92-55A1-4B5F-94AE-66B2EFA7E95E	2003-06-01 00:00:00.000
93	1944	zh-cht	1D5D3C19-5F41-4650-827E-51E7E324BBDC	2003-06-01 00:00:00.000
94	914	en    	98327AC1-8199-4CD4-8A04-C35A28CA381F	2003-06-01 00:00:00.000
94	1448	ar    	3AC9585D-CD42-4398-B214-A430AD092AFE	2003-06-01 00:00:00.000
94	1570	fr    	C70C5D75-B353-4A6A-8640-B8A176D502E5	2003-06-01 00:00:00.000
94	1693	th    	97297EA5-B2A3-4BDC-8601-16CF7CB05FF2	2003-06-01 00:00:00.000
94	1824	he    	45D82E78-98D7-47A5-9626-340A9F258116	2003-06-01 00:00:00.000
94	1945	zh-cht	6BAB803B-20E8-40F7-9B9F-09B528EF4114	2003-06-01 00:00:00.000
95	3	en    	272E13AF-7FA8-4437-A8A5-D9280359F647	2003-06-01 00:00:00.000
95	1360	ar    	543A6883-AB63-40BB-9E08-B5695AF0AA8A	2003-06-01 00:00:00.000
95	1484	fr    	6AED4102-3C9A-4EC0-B826-EC1731314678	2003-06-01 00:00:00.000
95	1606	th    	8651C590-BA3E-40FC-AA65-1647F4BE6194	2003-06-01 00:00:00.000
95	1728	he    	8FCC8CDF-9A7E-4E76-A229-AFD93682A6F7	2003-06-01 00:00:00.000
95	1855	zh-cht	4D451334-539B-40F5-BD50-B1A24421560D	2003-06-01 00:00:00.000
96	4	en    	8E256C2D-4993-45FD-B43D-1CE14BB45A15	2003-06-01 00:00:00.000
96	1361	ar    	B7563865-5358-4971-B740-DB4CAE63C0C2	2003-06-01 00:00:00.000
96	1485	fr    	7420D462-53AE-489F-AE2A-645D8CFE6C54	2003-06-01 00:00:00.000
96	1607	th    	9638D167-4A00-419E-89B4-153CD70990FD	2003-06-01 00:00:00.000
96	1729	he    	A973C023-17B9-4312-A03A-87087C5835C2	2003-06-01 00:00:00.000
96	1856	zh-cht	F5FC25A9-6FD0-46E2-AF48-EA56B0B668A4	2003-06-01 00:00:00.000
97	5	en    	12A9FFAE-4B68-45DA-A3BC-59854ECF10F1	2003-06-01 00:00:00.000
97	1362	ar    	493BF4A6-BF96-4CA7-9C53-F6E741D2FC37	2003-06-01 00:00:00.000
97	1486	fr    	41B47C5A-465B-48C5-BC3C-90BE6906F8D5	2003-06-01 00:00:00.000
97	1608	th    	111386A3-F048-4DBD-BE26-4EEC255D73C0	2003-06-01 00:00:00.000
97	1730	he    	E2DF6474-5AAC-49FD-97C7-7BB90945C9A4	2003-06-01 00:00:00.000
97	1857	zh-cht	DE6C6091-BF0C-4BBF-B6C2-F89F27449625	2003-06-01 00:00:00.000
98	613	en    	03BC52D9-E0AC-469F-8A13-55EC1B406CD5	2003-06-01 00:00:00.000
98	1388	ar    	8407CFC3-6806-415E-AD95-2C84E7FA55FA	2003-06-01 00:00:00.000
98	1505	fr    	13874000-A8F9-4683-BD21-B2B5E44513EE	2003-06-01 00:00:00.000
98	1627	th    	F19240F1-EF49-4724-99BE-3DF6B7CFAFB6	2003-06-01 00:00:00.000
98	1750	he    	2BBEF2D4-A1F2-4E8E-BBF0-2421B87B72C9	2003-06-01 00:00:00.000
98	1876	zh-cht	EDA7D5FF-335A-4401-A94B-0E679843E22A	2003-06-01 00:00:00.000
99	618	en    	84B176F4-E1E8-4768-8FC1-B560D169646D	2003-06-01 00:00:00.000
99	1389	ar    	DD89AD41-9E98-4380-9679-C7FF2FACEA7E	2003-06-01 00:00:00.000
99	1506	fr    	116F0D7E-027F-423E-A5AE-93572A226A36	2003-06-01 00:00:00.000
99	1628	th    	BBDA7EE5-CDC7-4448-8847-CE029BC719A2	2003-06-01 00:00:00.000
99	1751	he    	FEE440B1-4DC2-4861-8AB9-4C226B0AFD06	2003-06-01 00:00:00.000
99	1877	zh-cht	271325DA-AB09-4027-B420-D7901AC75FFD	2003-06-01 00:00:00.000
100	619	en    	1F69FD57-154C-4B15-AA40-75394E34B3E7	2003-06-01 00:00:00.000
100	1390	ar    	A0332E3D-DD1B-4C31-8596-E3FC54ED763B	2003-06-01 00:00:00.000
100	1507	fr    	BAA7FC18-84D7-4D69-BECF-09139DAEB492	2003-06-01 00:00:00.000
100	1629	th    	40225F49-9970-4B3F-A8F6-70082A7BFF23	2003-06-01 00:00:00.000
100	1752	he    	5ED0EA95-A839-4374-A728-A36B7E0F2CDF	2003-06-01 00:00:00.000
100	1878	zh-cht	BC6D241B-3AC0-49C2-B964-FA161976B5C0	2003-06-01 00:00:00.000
101	620	en    	FB89A007-34DB-4106-BD6B-184826E14B68	2003-06-01 00:00:00.000
101	1391	ar    	37B75BEA-3A3D-4710-8D7B-E250D14FB1CF	2003-06-01 00:00:00.000
101	1508	fr    	8E3F9251-E2AD-4F34-B4B1-2D0E78C66707	2003-06-01 00:00:00.000
101	1630	th    	E9A7C85E-2E21-4A6B-8637-83084E839C00	2003-06-01 00:00:00.000
101	1753	he    	CF8A45FC-6B23-49C1-9814-B19C2E7619F9	2003-06-01 00:00:00.000
101	1879	zh-cht	C9F6C6A0-3D89-4AFB-A6F0-5E753F3EEC7B	2003-06-01 00:00:00.000
102	627	en    	C1481487-1458-4762-B78F-B08D84DD3B15	2003-06-01 00:00:00.000
102	1392	ar    	D21CDD32-4302-46EF-A719-156633E3787D	2003-06-01 00:00:00.000
102	1509	fr    	FED879B4-FE79-4DD6-A016-6805913DCB91	2003-06-01 00:00:00.000
102	1631	th    	3F6D3479-2382-4CA0-9DD5-FCA9B488A839	2003-06-01 00:00:00.000
102	1754	he    	5E569644-13E4-4497-BE4F-8133B4A6B6B1	2003-06-01 00:00:00.000
102	1880	zh-cht	37DEC7D9-91A6-4575-B8F1-FDF6D448EA03	2003-06-01 00:00:00.000
103	630	en    	AFE0563D-FBDF-4DB8-985F-BB6232CA372D	2003-06-01 00:00:00.000
103	1393	ar    	447A48A0-31B5-43FB-8E65-74EF2ED18ACD	2003-06-01 00:00:00.000
103	1510	fr    	5FE15BDC-255D-4930-9A4E-DAD834AFFF9A	2003-06-01 00:00:00.000
103	1632	th    	FB2B95C1-BE23-4838-8EA7-C91E9A205463	2003-06-01 00:00:00.000
103	1755	he    	D58B14ED-03D3-4535-9DAB-506A100A5F27	2003-06-01 00:00:00.000
103	1882	zh-cht	2AEF900A-C239-433F-9466-704979FB54FB	2003-06-01 00:00:00.000
104	633	en    	D323A3C7-EC99-4367-8821-B435F88FC720	2003-06-01 00:00:00.000
104	1394	ar    	B3419E93-A341-4C58-8732-FA4E6A47F27C	2003-06-01 00:00:00.000
104	1511	fr    	FA3B4ACC-9AFF-4B4B-89AB-7ABB8EDB0E49	2003-06-01 00:00:00.000
104	1633	th    	ABEDBAD9-7957-4D6F-A78C-D4182085B939	2003-06-01 00:00:00.000
104	1756	he    	38EE45A0-027C-4F85-80E2-086A54B191CA	2003-06-01 00:00:00.000
104	1883	zh-cht	CDAA2492-0501-4205-B140-1107777AC301	2003-06-01 00:00:00.000
105	634	en    	E4B4754B-FA78-493A-9AD1-9505BC2A522D	2003-06-01 00:00:00.000
105	1395	ar    	228448E4-D5CA-4AAC-AF0D-9E032F6861B7	2003-06-01 00:00:00.000
105	1512	fr    	2BAB597F-A0CF-421A-A605-E6D6BE0086EE	2003-06-01 00:00:00.000
105	1634	th    	961A7486-0737-4189-97B7-2A27451984B8	2003-06-01 00:00:00.000
105	1757	he    	877D1FEB-05B2-434E-8B66-B8CB2B90519C	2003-06-01 00:00:00.000
105	1884	zh-cht	8CDAB6A2-A910-49A7-B04A-3294EAB44356	2003-06-01 00:00:00.000
106	635	en    	698872CA-7900-4B9A-9F94-C0D7B462192B	2003-06-01 00:00:00.000
106	1396	ar    	4AF82551-9978-4718-B301-D52DD1FD53B1	2003-06-01 00:00:00.000
106	1513	fr    	F990BF60-96B0-4704-A302-D172EB4DE902	2003-06-01 00:00:00.000
106	1635	th    	22141F56-E40A-4E05-B847-8AD43AF8AD2C	2003-06-01 00:00:00.000
106	1758	he    	7A19517A-7A6C-4918-91B4-EA71F4DB7AFC	2003-06-01 00:00:00.000
106	1885	zh-cht	D4DD1C4F-9E69-4E57-8810-0FA68BE70C0E	2003-06-01 00:00:00.000
107	1213	en    	FC1B6616-0615-4D81-AB11-BC68C98155AE	2003-06-01 00:00:00.000
107	1479	ar    	76E39137-B7FF-46C8-B442-AC6C6AEF5D82	2003-06-01 00:00:00.000
107	1601	fr    	6014BC3F-093F-46B9-AF2B-75014C08DE72	2003-06-01 00:00:00.000
107	1724	th    	28ED84A4-06C7-43BA-B033-BC3E8DAB812A	2003-06-01 00:00:00.000
107	1851	he    	FDCAF3D8-03E5-4FA8-932F-F7AEA405B0FC	2003-06-01 00:00:00.000
107	1977	zh-cht	88820E70-3FFE-4FB1-B9D0-2044C2ECE0F3	2003-06-01 00:00:00.000
108	1183	en    	C57C10F0-CE12-4013-A2DB-169CE967BE2A	2003-06-01 00:00:00.000
108	1454	ar    	DF3E7A1D-4B2F-4B97-B988-37A6B5D8F6AF	2003-06-01 00:00:00.000
108	1576	fr    	7D068F47-39EA-44FE-A64A-3F7C660B17FA	2003-06-01 00:00:00.000
108	1699	th    	B84B984A-F94D-40B2-90E8-1E405FE7F0C1	2003-06-01 00:00:00.000
108	1763	he    	728C8BE2-5B1A-41A9-A246-B55897E050EA	2003-06-01 00:00:00.000
108	1951	zh-cht	95392AF1-EFFF-4167-A5D7-BE0EC3ED3087	2003-06-01 00:00:00.000
109	1202	en    	EE9A3E47-6458-45A0-BB73-A07A3B01354D	2003-06-01 00:00:00.000
109	1470	ar    	B9EE014D-F2A4-4DC5-AC6A-91671B9855D8	2003-06-01 00:00:00.000
109	1592	fr    	75CC82F7-8D1C-4C3E-BC79-9E7639359CC5	2003-06-01 00:00:00.000
109	1715	th    	E613E695-F213-4B5D-975A-B8777016894B	2003-06-01 00:00:00.000
109	1841	he    	CB2CE607-3B7E-4BA1-B24E-4B869DF23328	2003-06-01 00:00:00.000
109	1968	zh-cht	4F1784B2-76CF-4CBB-85A5-370346F94070	2003-06-01 00:00:00.000
110	1203	en    	E7CDD36A-1F0F-43A6-86F0-D09CF508BB25	2003-06-01 00:00:00.000
110	1471	ar    	3A08A24E-CC46-4486-9D1A-E1FCF498A95E	2003-06-01 00:00:00.000
110	1593	fr    	D950D437-CC71-41B6-A70B-EFD8765FC605	2003-06-01 00:00:00.000
110	1716	th    	7C2B2121-EE39-4C60-B984-18BE2828D3B6	2003-06-01 00:00:00.000
110	1842	he    	EB0E091A-DAE6-4BDD-A9F6-DD056CCB6A75	2003-06-01 00:00:00.000
110	1969	zh-cht	404283D7-A0B4-43C0-A10D-609ACCE98888	2003-06-01 00:00:00.000
111	1186	en    	17296EF4-D595-44D9-939D-13CE0075B932	2003-06-01 00:00:00.000
111	1456	ar    	0B024D6F-1E43-46AE-A66F-B8D1113918C4	2003-06-01 00:00:00.000
111	1578	fr    	89EFD426-9152-406F-9562-39F331AC0685	2003-06-01 00:00:00.000
111	1701	th    	ED1F6CB5-3F28-4715-8E49-D467642A1B0B	2003-06-01 00:00:00.000
111	1765	he    	8AFA352B-F507-4095-89CD-C5265BC8D2C9	2003-06-01 00:00:00.000
111	1953	zh-cht	09AC8F05-33FB-4803-9FDA-FD1785028C7E	2003-06-01 00:00:00.000
112	1209	en    	3FBE0F03-DAD0-4740-A794-25B5B49FD9E7	2003-06-01 00:00:00.000
112	1475	ar    	5CC0FF78-4BB7-47A2-A236-87C34B164F99	2003-06-01 00:00:00.000
112	1597	fr    	558F9BA9-6950-4912-956F-CA866CA3853C	2003-06-01 00:00:00.000
112	1720	th    	204ADA84-EE37-451A-A7F3-ECDF7761AE24	2003-06-01 00:00:00.000
112	1846	he    	95EE296F-1A67-457D-8A3C-8DC4F6E15303	2003-06-01 00:00:00.000
112	1973	zh-cht	87818A3E-3FFD-4545-8FF3-7EC8300DE864	2003-06-01 00:00:00.000
113	1185	en    	F21D26D0-A15B-497C-8A90-3D35B44EFB68	2003-06-01 00:00:00.000
113	1455	ar    	2763E954-EFDD-4366-9143-E7F74060D40F	2003-06-01 00:00:00.000
113	1577	fr    	FA8A297F-7AEB-4975-8BA1-7C947E138067	2003-06-01 00:00:00.000
113	1700	th    	FC7B4149-1007-44B0-943E-2FCE42F09320	2003-06-01 00:00:00.000
113	1764	he    	28C4C4DD-FCF2-4CCB-A050-88BA19646B90	2003-06-01 00:00:00.000
113	1952	zh-cht	AA043FD2-ECB6-4A07-A0FC-E76ADA7A7DF3	2003-06-01 00:00:00.000
114	1197	en    	A55A8FD4-E6EE-485C-BC1E-01CF45DDFB44	2003-06-01 00:00:00.000
114	1466	ar    	E2C38245-1EEA-44C7-BE76-A1896D74DC23	2003-06-01 00:00:00.000
114	1588	fr    	7E483D0A-C81A-43A7-AF40-0783886916F7	2003-06-01 00:00:00.000
114	1711	th    	6384C168-2393-42E8-B556-7F526C9A6FEE	2003-06-01 00:00:00.000
114	1837	he    	E8F5D695-8F5A-459B-A2B4-9E24EEA0BB7E	2003-06-01 00:00:00.000
114	1964	zh-cht	36C4C987-A60A-4A05-B7BC-05BB36F6F9B0	2003-06-01 00:00:00.000
115	1216	en    	465AD4E0-CE16-41C8-9CFE-7ED0E79D1284	2003-06-01 00:00:00.000
115	1482	ar    	FAF98E22-CFEB-444A-98EF-BC0F51209414	2003-06-01 00:00:00.000
115	1604	fr    	36CF5015-4DBB-40E2-91EC-9AF151E600D4	2003-06-01 00:00:00.000
115	1727	th    	2CC3BC16-C8FE-4172-BEDF-2574330535EC	2003-06-01 00:00:00.000
115	1854	he    	0D1FED7F-E44D-4DC3-85BD-9C69E066C518	2003-06-01 00:00:00.000
115	1980	zh-cht	7B226B32-FFBA-4ABE-87FE-CEF6DE1965D0	2003-06-01 00:00:00.000
116	1191	en    	C6A841EE-9DBA-41E4-A2CD-177867C85DC7	2003-06-01 00:00:00.000
116	1460	ar    	E7ECB763-347F-4C70-B9BA-5B1B825E75C1	2003-06-01 00:00:00.000
116	1582	fr    	E1AEDEF1-F5D4-485E-976E-09B4B942EE62	2003-06-01 00:00:00.000
116	1705	th    	1D10DD2A-30DD-42FE-9186-DCD71FD2DEAA	2003-06-01 00:00:00.000
116	1831	he    	7C5BE460-7548-4688-A430-2F7037E819F4	2003-06-01 00:00:00.000
116	1957	zh-cht	8CD04E36-2A83-43FB-85B2-1107656F2DC1	2003-06-01 00:00:00.000
117	1206	en    	E231636B-42B3-4C9B-8422-3A78553679CF	2003-06-01 00:00:00.000
117	1473	ar    	E17A1527-AF8C-443C-B2B3-771E7618F184	2003-06-01 00:00:00.000
117	1595	fr    	B3A2EED0-9D0D-4994-871B-DDB1A4929AC5	2003-06-01 00:00:00.000
117	1718	th    	F7B708AA-E2E9-475E-BAE9-8D0936868C2E	2003-06-01 00:00:00.000
117	1844	he    	6300615F-315B-41CA-9A9F-50F3071221E7	2003-06-01 00:00:00.000
117	1971	zh-cht	FBB44029-1A12-4C02-A595-B269EDAEB01D	2003-06-01 00:00:00.000
118	1187	en    	32DCD187-5FD3-4185-9EB9-ECC9B87B1BA1	2003-06-01 00:00:00.000
118	1457	ar    	2B44A5D2-9F88-4DD5-9766-3686A56A5A8C	2003-06-01 00:00:00.000
118	1579	fr    	FD041304-E829-40CE-8068-269B2F3CFCBE	2003-06-01 00:00:00.000
118	1702	th    	FCFE66B1-0B81-4EEB-B082-6AD90DF24BAE	2003-06-01 00:00:00.000
118	1766	he    	CF6D3AD2-1E9E-4B8A-9505-C03DDA725803	2003-06-01 00:00:00.000
118	1954	zh-cht	BB6A485A-505D-4F3C-AA36-EB386FC55591	2003-06-01 00:00:00.000
119	1215	en    	21B64514-863C-4AB8-AE60-1EC86FE57765	2003-06-01 00:00:00.000
119	1481	ar    	1A346D95-F917-4C31-BDCB-BFB73E9FB1C2	2003-06-01 00:00:00.000
119	1603	fr    	9E969ED0-0D27-4B27-8690-17437D694AB6	2003-06-01 00:00:00.000
119	1726	th    	68BE4D9E-914A-4625-8221-3511F7344134	2003-06-01 00:00:00.000
119	1853	he    	A8AA96E2-48EE-4E2A-9F80-7A39F0C34310	2003-06-01 00:00:00.000
119	1979	zh-cht	CF42AF8D-C35B-434D-B38D-E7B6401BB85F	2003-06-01 00:00:00.000
120	1193	en    	F21FA927-91A4-4757-8E86-6E9E647FC745	2003-06-01 00:00:00.000
120	1462	ar    	A1C1558B-1B4A-40CB-B3D2-7AE1478646D9	2003-06-01 00:00:00.000
120	1584	fr    	3C0A74F6-D128-4CD6-B978-A6BC7286B1CA	2003-06-01 00:00:00.000
120	1707	th    	368CE177-B632-4E77-8A6A-A2BBBC60806D	2003-06-01 00:00:00.000
120	1833	he    	3CA4704C-F1E6-46B4-AA4A-BBF0AFF1D648	2003-06-01 00:00:00.000
120	1959	zh-cht	643C9435-0B00-4C4C-A8D4-E60BB227E543	2003-06-01 00:00:00.000
121	1188	en    	948B08CF-FE61-41A3-B5CF-C0F3852D00EE	2003-06-01 00:00:00.000
121	1458	ar    	7CDE33A5-1122-4EA5-9E87-135F975CB0D2	2003-06-01 00:00:00.000
121	1580	fr    	3502B0CF-FE1C-4D20-9730-661848619359	2003-06-01 00:00:00.000
121	1703	th    	150F5052-3083-4861-81AD-9ECCEA2C15D9	2003-06-01 00:00:00.000
121	1767	he    	09429F1B-208F-4B52-AC1D-4B5AED097AF9	2003-06-01 00:00:00.000
121	1955	zh-cht	D8E16C1B-4B6A-4CB3-8551-1957D0E29A74	2003-06-01 00:00:00.000
122	1201	en    	E670DE9F-EB31-4478-9855-78352A5DE4C2	2003-06-01 00:00:00.000
122	1469	ar    	B0E9C19B-4603-4037-A465-AF38E78181EE	2003-06-01 00:00:00.000
122	1591	fr    	D084CE7D-9F50-4868-896B-794EF6B9D35B	2003-06-01 00:00:00.000
122	1714	th    	594C7D39-B87F-404C-9B0F-3B7B354D2D7B	2003-06-01 00:00:00.000
122	1840	he    	9360040C-B756-4C07-8B29-2EFF4D090D4C	2003-06-01 00:00:00.000
122	1967	zh-cht	8F0EB518-F58C-4227-8A5A-8C85F2462E25	2003-06-01 00:00:00.000
123	1981	en    	788341FC-AD0D-4523-B52A-81613B97AD0C	2003-06-01 00:00:00.000
123	1982	ar    	799124D6-2C8B-4617-99C3-D88164EADBD4	2003-06-01 00:00:00.000
123	1983	fr    	0CA76017-4324-49EC-ACEE-0B4CBA42DE7B	2003-06-01 00:00:00.000
123	1984	th    	74E3A9D9-F2BB-4E2E-81C5-FFC718955D2D	2003-06-01 00:00:00.000
123	1985	he    	79A6ADA4-4A6E-4E7D-A7C5-B33028A5EB4E	2003-06-01 00:00:00.000
123	1986	zh-cht	81E786EB-BCE5-484E-8382-C65F7EAA2DEF	2003-06-01 00:00:00.000
124	1987	en    	574C1BE1-5DC6-47BD-882C-8DDFD63B58E1	2003-06-01 00:00:00.000
124	1988	ar    	74250735-D587-40A8-BC3D-73EEA5450EE8	2003-06-01 00:00:00.000
124	1989	fr    	BE51C80D-AB9B-42A6-A803-4C716EE74E96	2003-06-01 00:00:00.000
124	1990	th    	DA162F13-C5C1-4654-B976-4167EFECB167	2003-06-01 00:00:00.000
124	1991	he    	72DD34B2-A70C-4733-A493-41491C4F3E07	2003-06-01 00:00:00.000
124	1992	zh-cht	9194BA2D-3CFD-40EA-B94F-429A9005EC67	2003-06-01 00:00:00.000
125	1993	en    	4FF302F6-6726-4576-8BA7-1079D5FA69EC	2003-06-01 00:00:00.000
125	1994	ar    	05181E99-B7DE-4D16-8F71-CC91DB956641	2003-06-01 00:00:00.000
125	1995	fr    	1FBFC5D2-D3B1-4BD9-8E98-28AC30A07318	2003-06-01 00:00:00.000
125	1996	th    	6D882612-3C65-4A50-8381-71B86368B1C8	2003-06-01 00:00:00.000
125	1997	he    	F8A0CC4F-A4DB-44FE-A1A5-BAFE531327D1	2003-06-01 00:00:00.000
125	1998	zh-cht	2006AA95-0557-4F36-9F75-168AA87724CD	2003-06-01 00:00:00.000
126	1999	en    	778FF454-4498-46E4-91B8-FCF8CD476256	2003-06-01 00:00:00.000
126	2000	ar    	23980742-CA9F-4E4D-9FAA-54DBBC1CF22F	2003-06-01 00:00:00.000
126	2001	fr    	BCF941A9-2138-4CC2-8810-CC710E4EFA60	2003-06-01 00:00:00.000
126	2002	th    	16B787AA-B05C-49B4-B62F-2A3456721A26	2003-06-01 00:00:00.000
126	2003	he    	F52BD494-22B8-472B-B0FC-3B53DF2BF5F1	2003-06-01 00:00:00.000
126	2004	zh-cht	86971F85-3057-4C05-8085-AA62EEC73376	2003-06-01 00:00:00.000
127	2005	en    	B0676B10-330A-4703-8118-A1313999117F	2003-06-01 00:00:00.000
127	2006	ar    	761ABF1B-BD6E-43D1-BFCE-A7E2F05DEDA8	2003-06-01 00:00:00.000
127	2007	fr    	728FB621-AEB9-42AD-8E97-248CDFE72818	2003-06-01 00:00:00.000
127	2008	th    	E1D541DA-2413-4DB0-AB91-CEE8BA1A3440	2003-06-01 00:00:00.000
127	2009	he    	C9C2355E-7712-4300-A192-7AB4555DF346	2003-06-01 00:00:00.000
127	2010	zh-cht	AF78B704-4919-4F11-84C2-02699C1D5E36	2003-06-01 00:00:00.000

(762 row(s) affected)

